序号,区域,项目名称,站点名称,产品型号,设备类型,设备id,最新上报时间,状态,厂商信息,站点编号,经纬度,施工队,产品内部型号,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区桂东小区2栋电梯01,ZC_Repeat_LTE02,电梯,866207075009930,2025-12-09 11:31:20,002222222,江苏Vendor C技术有限公司,866207075009930,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区桂东小区2栋电梯02,ZC_Repeat_LTE02,电梯,866207075443295,2025-12-09 11:33:30,002222222,江苏Vendor C技术有限公司,866207075443295,0.0,,V251.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,860123055694060,ZC_Repeat03,电梯,860123055694060,2024-08-22 15:48:48,323222,江苏Vendor C技术有限公司,860123055694060,150.99008,,03.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,2022-BN2-南宁市江南区云星钱隆御园平层03-3栋B1F电梯间对面,ZC_Repeat03,平层,866094052782279,2025-01-01 10:22:44,333333,江苏Vendor C技术有限公司,866094052782279,150.99008,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,广西二期,西安市（北区）经开白桦林居16号楼地下室物业（第二批）,ZC_Repeat03,平层,865027053472657,2025-12-09 11:40:28,003022,江苏Vendor C技术有限公司,865027053472657,0.0,,03.02.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,865027053448517,ZC_Repeat05,平层,865027053448517,2024-07-24 09:07:28,333333,江苏Vendor C技术有限公司,865027053448517,150.99008,,ZC_MU_WSF_W22.39.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区8栋1号电梯,ZC_Repeat_LTE02,电梯,866207075448476,2025-12-09 11:33:05,002222222,江苏Vendor C技术有限公司,866207075448476,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区7栋1号电梯,ZC_Repeat_LTE02,电梯,866207075367056,2025-12-09 11:34:01,002222222,江苏Vendor C技术有限公司,866207075367056,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区7栋2号电梯,ZC_Repeat_LTE02,电梯,866207075363212,2025-12-09 11:33:47,002222222,江苏Vendor C技术有限公司,866207075363212,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区8栋2号电梯,ZC_Repeat_LTE02,电梯,866207075174510,2025-12-09 11:30:04,002222222,江苏Vendor C技术有限公司,866207075174510,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市（西区）坤元小区1号楼2单元西电梯（第一批）,ZC_Repeat03,电梯,866094058468865,2025-12-08 23:40:18,020222,江苏Vendor C技术有限公司,866094058468865,150.99008,,03.02.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区6栋2号电梯,ZC_Repeat_LTE02,电梯,866207075008031,2025-12-09 11:32:49,002222222,江苏Vendor C技术有限公司,866207075008031,0.0,中贝,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区6栋1号电梯,ZC_Repeat_LTE02,电梯,866207075442032,2025-12-09 11:31:18,002222222,江苏Vendor C技术有限公司,866207075442032,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区4栋2号电梯,ZC_Repeat_LTE02,电梯,866207075007439,2025-12-09 11:33:17,002222222,江苏Vendor C技术有限公司,866207075007439,0.0,这边,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区5栋2号电梯,ZC_Repeat_LTE02,电梯,866207075001457,2025-12-09 11:37:01,002222222,江苏Vendor C技术有限公司,866207075001457,0.0,中贝,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区鼎晟国际小区5栋1号电梯,ZC_Repeat_LTE02,电梯,866207075442719,2025-12-09 11:32:28,002222222,江苏Vendor C技术有限公司,866207075442719,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,防城港市,广西二期,2022-BN3-防城港市港口区企沙镇中电电厂仓库一层,ZC_Repeat_LTE02,平层,866207075440739,2025-12-09 11:36:17,003000222,江苏Vendor C技术有限公司,866207075440739,0.0,,ZC_MU_WSF_W23091101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,防城港市,广西二期,"	 2022-BN2-防城港市山水院子平层6-558号车位前方桥架吊杆上",ZC_Repeat_LTE02,平层,866207075001838,2025-12-09 11:32:31,003333222,江苏Vendor C技术有限公司,866207075001838,0.0,,ZC_MU_WSF_W22.39.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,防城港市,广西二期,2022-BN3-防城港市爱灸堂平层-2楼楼梯口,ZC_Repeat_LTE02,平层,860497077630629,2025-12-09 11:33:20,003333222,江苏Vendor C技术有限公司,860497077630629,0.0,,ZC_MU_WSF_W22.39.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,陕西一期,"	 西安市（南区）雁塔大学南路164号/陕建物流小区01（第二批）",ZC_Repeat_LTE01,平层,860497077630868,2025-12-09 11:23:22,003302,江苏Vendor C技术有限公司,860497077630868,0.0,,08.00.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,安西街华润负万家负二层--（第一批）（替换至紫金城物业办）,ZC_Repeat03,电梯,860123055504558,2025-04-17 08:58:52,322222,三维通信股份有限公司,860123055504558,0.0,,03.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,榆林市,陕西一期,榆林市水利大厦农商银行,ZC_Repeat03,平层,861410049556904,2025-11-24 07:17:59,003333,江苏Vendor C技术有限公司,861410049556904,0.0,,03.02.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西二期,2022-BN5-南宁市良庆区江悦蓝湾6栋2单元电梯02,ZC_Repeat_LTE02,电梯,860497077622626,2025-12-09 11:33:13,002222222,江苏Vendor C技术有限公司,860497077622626,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,广西一期,2021-BN2-柳州市柳北区广西柳州金都新材料科技有限公司电梯02,ZC_Repeat_LTE02,电梯,866207075411656,2025-12-09 11:32:26,002222222,江苏Vendor C技术有限公司,866207075411656,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,广西一期,2021-BN2-柳州市柳北区广西柳州金都新材料科技有限公司电梯01,ZC_Repeat_LTE02,电梯,866207075444418,2025-12-09 11:31:33,002222222,江苏Vendor C技术有限公司,866207075444418,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,广西二期,2022-BN3-柳州市融水县雅景苑2栋2单元电梯02,ZC_Repeat_LTE02,电梯,860497077621974,2025-12-09 11:33:01,002222222,江苏Vendor C技术有限公司,860497077621974,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,延安市,,延安市-翰林府5（增补2）,ZC_Repeat03,平层,860123055606064,2025-12-08 12:21:28,333322,三维通信股份有限公司,860123055606064,150.99008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,延安市,,延安市-翰林府5（增补）,ZC_Repeat03,平层,860123055503733,2025-12-08 12:28:53,333322,三维通信股份有限公司,860123055503733,150.99008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,防城港市,广西二期,2022-BN2-防城港歌总会2楼平层-走廊吊顶,ZC_Repeat_LTE02,平层,866207075445837,2025-12-09 11:31:18,003000222,江苏Vendor C技术有限公司,866207075445837,0.0,,ZC_MU_WSF_W23091101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,防城港市,广西二期,2022-BN2-防城港歌总会3楼平层-杂物房吊顶,ZC_Repeat_LTE02,平层,866207075441570,2025-12-09 11:34:05,000000222,江苏Vendor C技术有限公司,866207075441570,0.0,,ZC_MU_WSF_W23091101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,防城港市,广西二期,2022-BN2-防城港歌总会4楼平层-杂物房门口吊顶,ZC_Repeat_LTE02,平层,866207075441935,2025-12-09 11:38:39,000000222,江苏Vendor C技术有限公司,866207075441935,0.0,,ZC_MU_WSF_W23091101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西二期,2022-BN5-南宁市横县彰泰城平层03-B2333车位,ZC_Repeat_LTE02,平层,860497077626015,2025-12-09 11:31:25,000033222,江苏Vendor C技术有限公司,860497077626015,0.0,,ZC_MU_WSF_W22.39.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西二期,2022-BN4-南宁市南宁中达桂宝宝马二手车平层2-在修理间,ZC_Repeat_LTE02,平层,866207075363055,2025-12-09 11:33:57,000000222,江苏Vendor C技术有限公司,866207075363055,0.0,,ZC_MU_WSF_W23091101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西二期,2022-BN4-南宁市教育路20号平层-一号楼一单元安全通道上,ZC_Repeat_LTE02,平层,866207075001671,2025-12-09 11:30:58,000000222,江苏Vendor C技术有限公司,866207075001671,0.0,,ZC_MU_WSF_W23091101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西一期,2021-BN1-南宁市西乡塘区古汇壹号地下室B-1F-02,ZC_Repeat03,平层,866094052794993,2025-12-09 11:36:50,000303,江苏Vendor C技术有限公司,866094052794993,0.0,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西一期,866094052795438古汇壹号待确认,ZC_Repeat03,平层,866094052795438,2025-12-09 11:38:00,003003,江苏Vendor C技术有限公司,866094052795438,0.0,,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,咸阳市,陕西一期,咸阳市秦都区百达悦府3楼裙楼亚都智美家装饰（咸阳武警中队2F搬迁）,ZC_Repeat_LTE02,平层,866207075001416,2025-05-20 09:58:07,333332222,江苏Vendor C技术有限公司,866207075001416,0.0,,ZC_MU_WSF_W23091101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,咸阳市,陕西一期,860497077507363,ZC_Repeat_LTE02,平层,860497077507363,,222222222,江苏Vendor C技术有限公司,860497077507363,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,渭南市,陕西一期,860497077627500,ZC_Repeat_LTE01,平层,860497077627500,2024-07-08 10:58:45,003333,江苏Vendor C技术有限公司,860497077627500,0.0,,08.00.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,渭南市,陕西一期,860497077630975,ZC_Repeat_LTE01,平层,860497077630975,2024-07-08 10:06:14,003333,江苏Vendor C技术有限公司,860497077630975,0.0,,08.00.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,渭南市,陕西一期,860497077631023,ZC_Repeat_LTE01,平层,860497077631023,2024-07-08 10:17:17,003333,江苏Vendor C技术有限公司,860497077631023,0.0,,08.00.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,渭南市,陕西一期,860497077627617,ZC_Repeat_LTE01,平层,860497077627617,2024-07-08 11:14:44,003333,江苏Vendor C技术有限公司,860497077627617,0.0,,08.00.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭29栋1号电梯,ZC_Repeat_LTE02,电梯,866207075411615,2025-12-09 11:33:36,002222222,江苏Vendor C技术有限公司,866207075411615,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭29栋2号电梯,ZC_Repeat_LTE02,电梯,866207075442438,2025-12-09 11:31:13,002222222,江苏Vendor C技术有限公司,866207075442438,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭26栋2号电梯,ZC_Repeat_LTE02,电梯,866207075292312,2025-12-09 11:33:59,002222222,江苏Vendor C技术有限公司,866207075292312,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭26栋1号电梯,ZC_Repeat_LTE02,电梯,866207075002356,2025-12-09 11:30:25,002222222,江苏Vendor C技术有限公司,866207075002356,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭32栋2号电梯,ZC_Repeat_LTE02,电梯,866207075010599,2025-12-09 11:33:11,002222222,江苏Vendor C技术有限公司,866207075010599,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭32栋1号电梯,ZC_Repeat_LTE02,电梯,866207075387591,2025-12-09 11:31:45,002222222,江苏Vendor C技术有限公司,866207075387591,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭31栋2号电梯,ZC_Repeat_LTE02,电梯,866207075409510,2025-12-09 11:31:01,002222222,江苏Vendor C技术有限公司,866207075409510,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭31栋1号电梯,ZC_Repeat_LTE02,电梯,866207075002695,2025-12-09 11:34:06,002222222,江苏Vendor C技术有限公司,866207075002695,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭27栋1号电梯,ZC_Repeat_LTE02,电梯,866207075441554,2025-12-09 11:33:24,002222222,江苏Vendor C技术有限公司,866207075441554,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭27栋2号电梯,ZC_Repeat_LTE02,电梯,866207075444376,2025-12-09 11:32:57,002222222,江苏Vendor C技术有限公司,866207075444376,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭30栋1号电梯,ZC_Repeat_LTE02,电梯,866207075387559,2025-12-09 11:31:11,002222222,江苏Vendor C技术有限公司,866207075387559,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭30栋2号电梯,ZC_Repeat_LTE02,电梯,866207075442636,2025-12-09 11:33:25,002222222,江苏Vendor C技术有限公司,866207075442636,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭15栋2号电梯,ZC_Repeat_LTE02,电梯,866207075230031,2025-12-09 11:31:14,002222222,江苏Vendor C技术有限公司,866207075230031,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭15栋1号电梯,ZC_Repeat_LTE02,电梯,866207075492250,2025-12-09 11:32:29,002222222,江苏Vendor C技术有限公司,866207075492250,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭16栋2号电梯,ZC_Repeat_LTE02,电梯,866207075001531,2025-12-09 11:32:48,002222222,江苏Vendor C技术有限公司,866207075001531,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭16栋1号电梯,ZC_Repeat_LTE02,电梯,866207075445712,2025-12-09 11:40:35,002222222,江苏Vendor C技术有限公司,866207075445712,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭21栋2号电梯,ZC_Repeat_LTE02,电梯,866207075445498,2025-12-09 11:33:36,002222222,江苏Vendor C技术有限公司,866207075445498,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区君汇濠庭21栋1号电梯,ZC_Repeat_LTE02,电梯,866207075001259,2025-12-09 11:31:22,002222222,江苏Vendor C技术有限公司,866207075001259,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市钟山县碧桂园15栋电梯01,ZC_Repeat_LTE02,电梯,866207075007132,2025-12-09 11:32:35,002222222,江苏Vendor C技术有限公司,866207075007132,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,广西二期,860497077395488,ZC_Repeat_LTE02,电梯,860497077395488,,222222222,江苏Vendor C技术有限公司,860497077395488,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市钟山县碧桂园13栋电梯01,ZC_Repeat_LTE02,电梯,866207075007231,2025-12-09 11:33:32,002222222,江苏Vendor C技术有限公司,866207075007231,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市钟山县碧桂园13栋电梯02,ZC_Repeat_LTE02,电梯,866207075001275,2025-12-09 11:30:29,002222222,江苏Vendor C技术有限公司,866207075001275,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市钟山县碧桂园12栋1单元电梯,ZC_Repeat_LTE02,电梯,866207075292353,2025-12-09 11:33:53,002222222,江苏Vendor C技术有限公司,866207075292353,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市钟山县碧桂园10栋1单元电梯,ZC_Repeat_LTE02,电梯,866207075442354,2025-12-09 11:12:50,002222222,江苏Vendor C技术有限公司,866207075442354,0.0,中贝,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市钟山县碧桂园10栋2单元电梯,ZC_Repeat_LTE02,电梯,866207075010474,2025-12-09 11:33:19,002222222,江苏Vendor C技术有限公司,866207075010474,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市钟山县碧桂园5栋2单元电梯,ZC_Repeat_LTE02,电梯,866207075411573,2025-12-09 11:33:45,002222222,江苏Vendor C技术有限公司,866207075411573,0.0,中贝,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市钟山县碧桂园5栋1单元电梯,ZC_Repeat_LTE02,电梯,866207075445175,2025-12-09 11:30:04,002222222,江苏Vendor C技术有限公司,866207075445175,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,861647050642608,ZC_Repeat03,平层,861647050642608,2024-07-25 11:19:51,003333,江苏Vendor C技术有限公司,861647050642608,0.0,,03.02.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区壹品江山6栋2单元电梯02,ZC_Repeat_LTE02,电梯,866207075008817,2025-12-09 11:32:44,002222222,江苏Vendor C技术有限公司,866207075008817,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区壹品江山6栋2单元电梯01,ZC_Repeat_LTE02,电梯,866207075364194,2025-12-09 11:33:56,002222222,江苏Vendor C技术有限公司,866207075364194,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区壹品江山6栋1单元电梯02,ZC_Repeat_LTE02,电梯,866207075009898,2025-12-09 11:33:04,002222222,江苏Vendor C技术有限公司,866207075009898,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,贺州市,广西二期,2022-BN2-贺州市八步区壹品江山6栋1单元电梯01,ZC_Repeat_LTE02,电梯,866207075367031,2025-12-09 11:33:54,002222222,江苏Vendor C技术有限公司,866207075367031,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,866207075007391,ZC_Repeat_LTE02,电梯,866207075007391,,222222222,江苏Vendor C技术有限公司,866207075007391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府7#西单元电梯,ZC_Repeat_LTE02,电梯,866207075007397,2025-07-23 10:38:04,332222222,江苏Vendor C技术有限公司,866207075007397,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府8#西单元电梯,ZC_Repeat_LTE02,电梯,866207075492110,2025-08-21 00:33:10,332222222,江苏Vendor C技术有限公司,866207075492110,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府6#中间单元电梯,ZC_Repeat_LTE02,电梯,866207075447254,2025-11-12 08:55:02,332222222,江苏Vendor C技术有限公司,866207075447254,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府8#东单元电梯,ZC_Repeat_LTE02,电梯,866207075008411,2025-09-16 10:03:32,332222222,江苏Vendor C技术有限公司,866207075008411,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府5#西单元电梯,ZC_Repeat_LTE02,电梯,866207075445399,2025-05-07 21:34:03,332222222,江苏Vendor C技术有限公司,866207075445399,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府6#东单元电梯,ZC_Repeat_LTE02,电梯,866207075001812,2025-07-28 17:33:03,332222222,江苏Vendor C技术有限公司,866207075001812,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府6#西单元电梯,ZC_Repeat_LTE02,电梯,866207075445936,2025-09-16 09:30:20,332222222,江苏Vendor C技术有限公司,866207075445936,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府5#中间单元电梯,ZC_Repeat_LTE02,电梯,866207075442511,2025-11-12 08:53:20,332222222,江苏Vendor C技术有限公司,866207075442511,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府7#东单元电梯,ZC_Repeat_LTE02,电梯,866207075442958,2025-09-16 10:02:44,332222222,江苏Vendor C技术有限公司,866207075442958,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府5#东单元电梯,ZC_Repeat_LTE02,电梯,866207075410914,2025-11-12 08:51:20,332222222,江苏Vendor C技术有限公司,866207075410914,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,"	 淮安市淮安区欣明文锦城翰林府7#中间单元电梯",ZC_Repeat_LTE02,电梯,866207075002737,2025-05-16 17:03:07,332222222,江苏Vendor C技术有限公司,866207075002737,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,测试项目,淮安市淮安区欣明文锦城翰林府3#东单元电梯,ZC_Repeat_LTE02,电梯,866207075447874,2025-09-16 09:01:30,332222222,江苏Vendor C技术有限公司,866207075447874,0.0,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,陕西一期,866207075444493,ZC_Repeat_LTE01,平层,866207075444493,,222222,江苏Vendor C技术有限公司,866207075444493,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西一期,866207075444492,ZC_Repeat_LTE01,平层,866207075444492,,222222,江苏Vendor C技术有限公司,866207075444492,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,防城港市,广西二期,防城港市六合花园平层3,ZC_Repeat_LTE02,平层,866207075444491,2025-12-09 11:33:36,003333222,江苏Vendor C技术有限公司,866207075444491,150.72913,,ZC_MU_WSF_W22.39.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西二期,2022-BN6-南宁市江南区锦樾府B1F平层02-B1412车位,ZC_Repeat_LTE02,平层,866207075006977,2025-12-09 11:31:13,003333222,江苏Vendor C技术有限公司,866207075006977,150.72919,摇钱数,ZC_MU_WSF_W22.39.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西二期, 2022-BN1-南宁市桂雅路小学（桂花校区）地下车库平层-690车位,ZC_Repeat_LTE02,平层,866207075444533,2025-12-09 11:34:09,000033222,江苏Vendor C技术有限公司,866207075444533,0.0,,ZC_MU_WSF_W22.39.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,广西二期,2022-BN2-南宁市青秀区招商樾江府5号公变房,ZC_Repeat_LTE02,电梯,866207075006936,2024-09-02 11:00:17,022222222,江苏Vendor C技术有限公司,866207075006936,150.72906,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,广西二期,866207075230076,ZC_Repeat_LTE02,平层,,,222222222,江苏Vendor C技术有限公司,866207075230076,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,广西二期,866207075230075,ZC_Repeat_LTE02,平层,,,222222222,江苏Vendor C技术有限公司,866207075230075,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,广西一期,2021-BN1-柳州市鱼峰区柳州市智嘉酒店(五星街音乐喷泉店）-6楼电梯厅西侧配电房,ZC_Repeat_LTE02,平层,866207075230072,2025-12-09 11:39:25,002002222,江苏Vendor C技术有限公司,866207075230072,133.71738,,ZC_MU_WSF_W23091101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,广西二期,2022-BN4-柳州市三江县新妇幼保健院住院部电梯02,ZC_Repeat_LTE02,电梯,866207075007272,2025-07-01 01:33:19,002222222,江苏Vendor C技术有限公司,866207075007272,150.72911,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,广西二期,2022-BN4-柳州市三江县新妇幼保健院住院部电梯01,ZC_Repeat_LTE02,电梯,866207075007652,2024-09-03 09:15:34,002222222,江苏Vendor C技术有限公司,866207075007652,150.72919,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,广西二期,2022-BN4-柳州市三江县新妇幼保健院住院部电梯04,ZC_Repeat_LTE02,电梯,866207075445415,2025-08-11 01:31:51,002222222,江苏Vendor C技术有限公司,866207075445415,150.72919,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,广西二期,2022-BN4-柳州市三江县新妇幼保健院住院部电梯03,ZC_Repeat_LTE02,电梯,866207075008999,2025-02-27 13:01:31,002222222,江苏Vendor C技术有限公司,866207075008999,150.72919,,V251.2.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
