DeviceId,DeviceName,DeviceSn,ProductId,TenantId,DeviceStatus,DeviceStatusDesc,NetStatus,NetStatusDesc,FirmwareVersion,DeviceType,CreateTime,UpdateTime,LastActiveTime,OnlineTime,OfflineTime,ActiveTime,LogoutTime,ProductProtocol
"16980130866877072630225","866877072630225","866877072630225",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-05-08 16:33:53","2025-05-08 16:34:31","2025-05-08 16:34:31","","","","",null
"16980130866877072654860","866877072654860","866877072654860",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-30 09:44:39","2025-04-30 09:51:12","2025-04-30 09:51:12","","","","",null
"16980130866877072621828","866877072621828","866877072621828",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-30 09:44:39","2025-04-30 09:51:52","2025-04-30 09:51:52","","","","",null
"16980130866877072654241","866877072654241","866877072654241",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-30 09:44:39","2025-04-30 09:58:46","2025-04-30 09:58:46","","","","",null
"16980130860497077632047","860497077632047","860497077632047",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-30 09:16:24","2025-04-30 09:16:25","2025-04-30 09:16:25","","","","",null
"16980130866877072622065","866877072622065","866877072622065",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 17:17:49","2025-04-29 17:28:53","2025-04-29 17:28:53","","","","",null
"16980130866877072623162","866877072623162","866877072623162",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 17:17:49","2025-04-29 17:20:30","2025-04-29 17:20:30","","","","",null
"16980130866877072659026","866877072659026","866877072659026",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-04-29 16:47:39","2025-04-29 16:57:58","2025-04-29 16:57:58","","","","",null
"16980130866877072623220","866877072623220","866877072623220",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 16:47:39","2025-04-29 17:02:55","2025-04-29 17:02:55","","","","",null
"16980130866877072653862","866877072653862","866877072653862",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 16:47:39","2025-04-29 16:52:39","2025-04-29 16:52:39","","","","",null
"16980130866877072625886","866877072625886","866877072625886",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 16:47:39","2025-04-29 17:10:44","2025-04-29 17:10:44","","","","",null
"16980130866877072654340","866877072654340","866877072654340",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 16:47:38","2025-04-29 17:13:45","2025-04-29 17:13:45","","","","",null
"16980130866877072655701","866877072655701","866877072655701",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 16:41:49","2025-04-29 16:44:31","2025-04-29 16:44:31","","","","",null
"16980130866877072654944","866877072654944","866877072654944",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 15:44:33","2025-04-29 15:50:25","2025-04-29 15:50:25","","","","",null
"16980130866877072655347","866877072655347","866877072655347",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-29 15:44:33","2025-04-29 15:56:17","2025-04-29 15:56:17","","","","",null
"16980130866877072621687","866877072621687","866877072621687",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-04-29 15:44:33","2025-04-29 16:14:02","2025-04-29 16:14:02","","","","",null
"16980130866207075002612","866207075002612","866207075002612",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-28 18:24:03","2025-04-28 18:50:38","2025-04-28 18:50:38","","","","",null
"16980130866207075008213","866207075008213","866207075008213",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-24 10:13:30","2025-04-24 10:15:55","2025-04-24 10:15:55","","","","",null
"16980130866207075441778","866207075441778","866207075441778",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-23 17:04:16","2025-04-24 09:43:31","2025-04-24 09:43:31","","","","",null
"16980130866207075008536","866207075008536","866207075008536",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-23 17:04:16","2025-04-24 10:12:36","2025-04-24 10:12:36","","","","",null
"16980130866207075493191","866207075493191","866207075493191",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-23 17:04:16","2025-04-23 17:23:17","2025-04-23 17:23:17","","","","",null
"16980130866207075447833","866207075447833","866207075447833",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-23 17:04:16","2025-04-23 17:17:26","2025-04-23 17:17:26","","","","",null
"16980130866207075002497","866207075002497","866207075002497",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 14:28:57","2025-04-01 14:41:11","2025-04-01 14:41:11","","","","",null
"16980130866207075010011","866207075010011","866207075010011",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 14:28:57","2025-04-01 14:41:30","2025-04-01 14:41:30","","","","",null
"16980130866207075009914","866207075009914","866207075009914",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 14:28:57","2025-04-01 14:44:50","2025-04-01 14:44:50","","","","",null
"16980130866207075442099","866207075442099","866207075442099",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 14:28:57","2025-04-01 14:48:23","2025-04-01 14:48:23","","","","",null
"16980130866207075441976","866207075441976","866207075441976",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 14:28:57","2025-04-01 14:56:08","2025-04-01 14:56:08","","","","",null
"16980130866207075009450","866207075009450","866207075009450",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 13:53:03","2025-04-01 14:03:49","2025-04-01 14:03:49","","","","",null
"16980130866207075008478","866207075008478","866207075008478",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-04-01 13:53:03","2025-04-01 14:04:36","2025-04-01 14:04:36","","","","",null
"16980130866207075447619","866207075447619","866207075447619",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-04-01 13:53:03","2025-04-01 14:14:04","2025-04-01 14:14:04","","","","",null
"16980130866207075440432","866207075440432","866207075440432",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 13:53:03","2025-04-01 14:23:25","2025-04-01 14:23:25","","","","",null
"16980130866207075411334","866207075411334","866207075411334",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 13:53:02","2025-04-01 14:15:24","2025-04-01 14:15:24","","","","",null
"16980130866207075009096","866207075009096","866207075009096",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 13:53:02","2025-04-01 14:19:43","2025-04-01 14:19:43","","","","",null
"16980130866207075411417","866207075411417","866207075411417",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-04-01 11:38:25","2025-04-01 11:49:26","2025-04-01 11:49:26","","","","",null
"16980130866207075364319","866207075364319","866207075364319",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-04-01 11:38:25","2025-04-01 11:43:03","2025-04-01 11:43:03","","","","",null
"16980130866207075363170","866207075363170","866207075363170",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-31 14:45:36","2025-03-31 15:16:33","2025-03-31 15:16:33","","","","",null
"16980130866207075441372","866207075441372","866207075441372",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-03-31 14:45:36","2025-03-31 15:18:59","2025-03-31 15:18:59","","","","",null
"16980130866207075174551","866207075174551","866207075174551",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-31 14:45:35","2025-03-31 15:25:44","2025-03-31 15:25:44","","","","",null
"16980130866207075443717","866207075443717","866207075443717",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-31 14:45:35","2025-03-31 15:35:31","2025-03-31 15:35:31","","","","",null
"16980130866207075442016","866207075442016","866207075442016",16980130,"10433748",0,"Inactive",1,"Online","1.0.0","IoT Device","2025-03-18 10:59:26","","","","","","",null
"16980130866207075001796","866207075001796","866207075001796",16980130,"10433748",0,"Inactive",1,"Online","1.0.0","IoT Device","2025-03-18 10:56:43","","","","","","",null
"16980130866207075441612","866207075441612","866207075441612",16980130,"10433748",0,"Inactive",1,"Online","1.0.0","IoT Device","2025-03-18 10:32:39","","","","","","",null
"16980130866207075230478","866207075230478","866207075230478",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-07 09:42:34","2025-03-07 09:43:06","2025-03-07 09:43:06","","","","",null
"16980130866207075443337","866207075443337","866207075443337",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-06 15:03:15","2025-03-06 15:38:08","2025-03-06 15:38:08","","","","",null
"16980130866207075362792","866207075362792","866207075362792",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-06 15:03:15","2025-03-06 15:31:56","2025-03-06 15:31:56","","","","",null
"16980130866207075445597","866207075445597","866207075445597",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-06 15:03:14","2025-03-06 15:43:59","2025-03-06 15:43:59","","","","",null
"16980130866207075441398","866207075441398","866207075441398",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-06 15:03:14","2025-03-06 16:02:04","2025-03-06 16:02:04","","","","",null
"16980130866207075448716","866207075448716","866207075448716",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-06 15:03:14","2025-03-06 16:03:34","2025-03-06 16:03:34","","","","",null
"16980130866207075442396","866207075442396","866207075442396",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-06 15:03:14","2025-03-06 15:54:10","2025-03-06 15:54:10","","","","",null
"16980130866207075410930","866207075410930","866207075410930",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-03-06 15:03:13","2025-03-06 15:49:33","2025-03-06 15:49:33","","","","",null
"16980130866207075008593","866207075008593","866207075008593",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:56:25","2025-02-24 14:56:38","2025-02-24 14:56:38","","","","",null
"16980130866207075009815","866207075009815","866207075009815",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:44:39","2025-02-24 15:04:29","2025-02-24 15:04:29","","","","",null
"16980130866207075442115","866207075442115","866207075442115",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:44:39","2025-02-24 15:26:56","2025-02-24 15:26:56","","","","",null
"16980130866207075440390","866207075440390","866207075440390",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:44:39","2025-02-24 15:57:41","2025-02-24 15:57:41","","","","",null
"16980130866207075001713","866207075001713","866207075001713",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:44:38","2025-02-24 15:43:34","2025-02-24 15:43:34","","","","",null
"16980130866207075010235","866207075010235","866207075010235",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:44:38","2025-02-24 16:05:28","2025-02-24 16:05:28","","","","",null
"16980130866207075364152","866207075364152","866207075364152",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:44:38","2025-02-24 16:14:02","2025-02-24 16:14:02","","","","",null
"16980130866207075441513","866207075441513","866207075441513",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:44:38","2025-02-24 16:36:47","2025-02-24 16:36:47","","","","",null
"16980130866207075001879","866207075001879","866207075001879",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 14:44:38","2025-02-24 16:49:36","2025-02-24 16:49:36","","","","",null
"16980130866207075226898","866207075226898","866207075226898",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-02-24 14:44:38","2025-02-24 17:00:06","2025-02-24 17:00:06","","","","",null
"16980130866207075444939","866207075444939","866207075444939",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 11:07:38","2025-02-24 11:14:54","2025-02-24 11:14:54","","","","",null
"16980130866207075008395","866207075008395","866207075008395",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-02-24 11:07:38","2025-02-24 11:33:15","2025-02-24 11:33:15","","","","",null
"16980130866207075442792","866207075442792","866207075442792",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 11:07:38","2025-02-24 13:43:57","2025-02-24 13:43:57","","","","",null
"16980130866207075362891","866207075362891","866207075362891",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 11:07:38","2025-02-24 13:50:51","2025-02-24 13:50:51","","","","",null
"16980130866207075001515","866207075001515","866207075001515",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 11:07:37","2025-02-24 14:01:12","2025-02-24 14:01:12","","","","",null
"16980130866207075441331","866207075441331","866207075441331",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 11:07:37","2025-02-24 14:09:36","2025-02-24 14:09:36","","","","",null
"16980130866207075362834","866207075362834","866207075362834",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-24 11:07:37","2025-02-24 11:24:20","2025-02-24 11:24:20","","","","",null
"16980130866207075002034","866207075002034","866207075002034",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-12 10:23:24","2025-02-12 10:47:21","2025-02-12 10:47:21","","","","",null
"16980130866207075411078","866207075411078","866207075411078",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-12 10:23:24","2025-02-12 10:28:00","2025-02-12 10:28:00","","","","",null
"16980130866207075444236","866207075444236","866207075444236",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-02-12 10:23:24","2025-02-12 10:36:28","2025-02-12 10:36:28","","","","",null
"16980130866207075492136","866207075492136","866207075492136",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-02-12 09:11:43","2025-02-12 09:12:07","2025-02-12 09:12:07","","","","",null
"16980130866207075441893","866207075441893","866207075441893",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-11 14:46:56","2025-02-11 17:01:51","2025-02-11 17:01:51","","","","",null
"16980130866207075442214","866207075442214","866207075442214",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-11 14:46:56","2025-02-12 09:16:07","2025-02-12 09:16:07","","","","",null
"16980130866207075447452","866207075447452","866207075447452",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-11 14:46:56","2025-02-11 15:36:59","2025-02-11 15:36:59","","","","",null
"16980130866207075411235","866207075411235","866207075411235",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-11 14:46:56","2025-02-11 15:00:48","2025-02-11 15:00:48","","","","",null
"16980130866207075009872","866207075009872","866207075009872",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-11 14:46:56","2025-02-11 15:12:00","2025-02-11 15:12:00","","","","",null
"16980130866207075001432","866207075001432","866207075001432",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-11 14:46:56","2025-02-11 15:50:26","2025-02-11 15:50:26","","","","",null
"16980130866207075442677","866207075442677","866207075442677",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-11 14:46:55","2025-02-11 15:54:47","2025-02-11 15:54:47","","","","",null
"16980130866207075443758","866207075443758","866207075443758",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-10 13:36:25","2025-02-10 13:53:04","2025-02-10 13:53:04","","","","",null
"16980130866207075443139","866207075443139","866207075443139",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-10 13:36:25","2025-02-10 13:54:05","2025-02-10 13:54:05","","","","",null
"16980130866207075444574","866207075444574","866207075444574",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-10 13:36:25","2025-02-10 13:47:27","2025-02-10 13:47:27","","","","",null
"16980130866207075365852","866207075365852","866207075365852",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-10 13:36:24","2025-02-12 10:20:37","2025-02-12 10:20:37","","","","",null
"16980130866207075008072","866207075008072","866207075008072",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-10 13:36:24","2025-02-10 14:16:13","2025-02-10 14:16:13","","","","",null
"16980130866207075008510","866207075008510","866207075008510",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-02-10 13:36:24","2025-02-10 14:03:22","2025-02-10 14:03:22","","","","",null
"16980130866207075366611","866207075366611","866207075366611",16980130,"10433748",0,"Inactive",1,"Online","1.0.0","IoT Device","2025-01-21 09:55:29","","","","","","",null
"16980130866207075366751","866207075366751","866207075366751",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-01-20 16:27:35","2025-01-20 17:15:32","2025-01-20 17:15:32","","","","",null
"16980130866207075007470","866207075007470","866207075007470",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-01-20 16:24:38","2025-01-20 16:56:27","2025-01-20 16:56:27","","","","",null
"16980130866207075440770","866207075440770","866207075440770",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-01-20 16:24:38","2025-01-20 16:59:33","2025-01-20 16:59:33","","","","",null
"16980130866207075009294","866207075009294","866207075009294",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-01-20 16:24:38","2025-01-20 16:51:33","2025-01-20 16:51:33","","","","",null
"16980130866207075009856","866207075009856","866207075009856",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-01-20 16:24:38","2025-01-20 16:49:03","2025-01-20 16:49:03","","","","",null
"16980130866207075410732","866207075410732","866207075410732",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-01-20 16:24:38","2025-01-20 16:43:29","2025-01-20 16:43:29","","","","",null
"16980130866207075492078","866207075492078","866207075492078",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-01-20 16:24:38","2025-01-20 16:36:32","2025-01-20 16:36:32","","","","",null
"16980130866207075448591","866207075448591","866207075448591",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-01-20 16:24:38","2025-01-20 16:31:06","2025-01-20 16:31:06","","","","",null
"16980130860497075442834","860497075442834","860497075442834",16980130,"10433748",0,"Inactive",1,"Online","1.0.0","IoT Device","2025-01-20 16:24:37","","","","","","",null
"16980130866877075009856","866877075009856","866877075009856",16980130,"10433748",0,"Inactive",1,"Online","1.0.0","IoT Device","2025-01-17 09:10:15","","","","","","",null
"16980130866877072653961","866877072653961","866877072653961",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2024-12-30 10:02:04","2024-12-30 10:19:05","2024-12-30 10:19:05","","","","",null
"16980130866877072655586","866877072655586","866877072655586",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-30 10:02:04","2024-12-30 10:24:31","2024-12-30 10:24:31","","","","",null
"16980130866877072623105","866877072623105","866877072623105",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-30 10:02:04","2024-12-30 10:34:01","2024-12-30 10:34:01","","","","",null
"16980130866877072651544","866877072651544","866877072651544",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2024-12-30 10:02:03","2024-12-30 10:40:05","2024-12-30 10:40:05","","","","",null
"16980130860497077630587","860497077630587","860497077630587",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-26 10:19:35","2024-12-26 10:20:24","2024-12-26 10:20:24","","","","",null
"16980130866207075493118","866207075493118","866207075493118",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-26 10:04:59","2024-12-26 10:05:46","2024-12-26 10:05:46","","","","",null
"16980130866207075001911","866207075001911","866207075001911",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-26 10:04:59","2024-12-26 10:08:37","2024-12-26 10:08:37","","","","",null
"16980130866207075441471","866207075441471","866207075441471",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-17 11:10:07","2024-12-17 11:44:38","2024-12-17 11:44:38","","","","",null
"16980130866207075292239","866207075292239","866207075292239",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-17 11:10:07","2024-12-17 11:52:04","2024-12-17 11:52:04","","","","",null
"16980130866207075002539","866207075002539","866207075002539",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:17","2024-12-16 17:00:43","2024-12-16 17:00:43","","","","",null
"16980130866207075008338","866207075008338","866207075008338",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:17","2024-12-16 17:08:00","2024-12-16 17:08:00","","","","",null
"16980130866207075001770","866207075001770","866207075001770",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:17","2024-12-17 09:56:49","2024-12-17 09:56:49","","","","",null
"16980130866207075444970","866207075444970","866207075444970",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:17","2024-12-17 10:58:20","2024-12-17 10:58:20","","","","",null
"16980130866207075174072","866207075174072","866207075174072",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:17","2024-12-16 16:37:26","2024-12-16 16:37:26","","","","",null
"16980130866207075411136","866207075411136","866207075411136",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:17","2024-12-17 09:30:45","2024-12-17 09:30:45","","","","",null
"16980130866207075445019","866207075445019","866207075445019",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:17","2024-12-17 09:46:30","2024-12-17 09:46:30","","","","",null
"16980130866207075007991","866207075007991","866207075007991",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:17","2024-12-16 16:30:08","2024-12-16 16:30:08","","","","",null
"16980130866207075444616","866207075444616","866207075444616",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:16","2024-12-17 10:40:38","2024-12-17 10:40:38","","","","",null
"16980130866207075008270","866207075008270","866207075008270",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:16","2024-12-17 11:18:01","2024-12-17 11:18:01","","","","",null
"16980130866207075443378","866207075443378","866207075443378",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-16 16:03:16","2024-12-16 16:17:02","2024-12-16 16:17:02","","","","",null
"16980130866207075443477","866207075443477","866207075443477",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2024-12-16 16:03:16","2024-12-17 11:29:20","2024-12-17 11:29:20","","","","",null
"16980130860497077622667","860497077622667","860497077622667",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-12-13 10:11:04","2024-12-13 14:38:37","2024-12-13 14:38:37","","","","",null
"16980130866207075363410","866207075363410","866207075363410",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-22 16:52:10","2024-11-22 16:56:07","2024-11-22 16:56:07","","","","",null
"16980130866207075367114","866207075367114","866207075367114",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2024-11-22 16:41:41","2024-11-22 16:51:01","2024-11-22 16:51:01","","","","",null
"16980130866207075009773","866207075009773","866207075009773",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-22 16:23:46","2024-11-22 16:31:26","2024-11-22 16:31:26","","","","",null
"16980130866207075292197","866207075292197","866207075292197",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-22 15:50:27","2024-11-22 16:00:49","2024-11-22 16:00:49","","","","",null
"16980130866207075008239","866207075008239","866207075008239",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-22 13:53:42","2024-11-22 13:55:17","2024-11-22 13:55:17","","","","",null
"16980130866207075007777","866207075007777","866207075007777",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-22 13:53:42","2024-11-22 16:08:00","2024-11-22 16:08:00","","","","",null
"16980130866207075411094","866207075411094","866207075411094",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-22 10:48:05","2024-11-22 10:53:37","2024-11-22 10:53:37","","","","",null
"16980130866207075441919","866207075441919","866207075441919",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2024-11-22 10:48:05","2024-11-22 10:55:33","2024-11-22 10:55:33","","","","",null
"16980130866207075411532","866207075411532","866207075411532",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-22 09:31:56","2024-11-22 09:32:12","2024-11-22 09:32:12","","","","",null
"16980130866207075443832","866207075443832","866207075443832",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 14:59:38","2024-11-21 17:07:22","2024-11-21 17:07:22","","","","",null
"16980130866207075440515","866207075440515","866207075440515",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 14:59:38","2024-11-22 13:45:58","2024-11-22 13:45:58","","","","",null
"16980130866207075442057","866207075442057","866207075442057",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 14:59:37","2024-11-22 14:05:44","2024-11-22 14:05:44","","","","",null
"16980130866207075008676","866207075008676","866207075008676",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2024-11-21 14:59:37","2024-11-22 09:46:46","2024-11-22 09:46:46","","","","",null
"16980130866207075440473","866207075440473","866207075440473",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 14:59:37","2024-11-22 09:19:29","2024-11-22 09:19:29","","","","",null
"16980130866207075007736","866207075007736","866207075007736",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 14:59:37","2024-11-22 09:40:21","2024-11-22 09:40:21","","","","",null
"16980130866207075442834","866207075442834","866207075442834",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 14:00:37","2024-11-21 14:36:52","2024-11-21 14:36:52","","","","",null
"16980130866207075002190","866207075002190","866207075002190",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 14:00:37","2024-11-21 14:44:21","2024-11-21 14:44:21","","","","",null
"16980130866207075448237","866207075448237","866207075448237",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2024-11-21 14:00:36","2024-11-21 14:49:27","2024-11-21 14:49:27","","","","",null
"16980130866207075448559","866207075448559","866207075448559",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 14:00:36","2024-11-21 14:27:36","2024-11-21 14:27:36","","","","",null
"16980130866207075411318","866207075411318","866207075411318",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 11:51:07","2024-11-21 14:12:37","2024-11-21 14:12:37","","","","",null
"16980130866207075448195","866207075448195","866207075448195",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 11:51:07","2024-11-21 14:15:17","2024-11-21 14:15:17","","","","",null
"16980130866207075441356","866207075441356","866207075441356",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2024-11-21 11:12:39","2024-11-21 11:35:33","2024-11-21 11:35:33","","","","",null
